name,season,mpg,gp,pts_per_40,ast_per_40,oreb_per_40,dreb_per_40,stl_per_40,blks_per_40,tov_per_40
Jordan Hawkins,2023,29.4,37,813.6054421768708,63.945578231292515,48.9795918367347,141.49659863945578,35.374149659863946,25.850340136054424,68.02721088435375
Carlton Carrington,2024,33.2,33,549.3975903614457,163.85542168674698,19.277108433734938,186.7469879518072,22.891566265060238,9.638554216867469,77.10843373493975
Carter Bryant,2025,19.3,37,501.55440414507774,74.61139896373057,66.32124352331606,248.70466321243524,72.53886010362694,76.6839378238342,76.6839378238342
Larry Sanders,2010,26.9,35,747.9553903345726,50.55762081784387,157.62081784386618,316.728624535316,38.66171003717472,133.8289962825279,86.2453531598513
Kawhi Leonard,2011,33.0,34,641.2121212121212,105.45454545454545,130.9090909090909,310.3030303030303,60.60606060606061,24.242424242424242,90.90909090909092
Adreian Payne,2014,28.1,31,724.5551601423488,58.362989323843415,68.32740213523131,251.95729537366546,21.352313167259783,39.857651245551594,89.67971530249109
Moe Harkless,2012,36.1,32,550.6925207756233,52.07756232686981,97.50692520775623,208.31024930747924,56.509695290858716,49.86149584487534,88.64265927977839
Kelly Oubre,2015,21.0,36,634.2857142857143,53.33333333333333,78.09523809523809,262.85714285714283,78.09523809523809,24.761904761904763,81.9047619047619
Corey Kispert,2021,31.8,32,748.4276729559748,72.95597484276729,37.735849056603776,162.2641509433962,36.477987421383645,17.61006289308176,52.83018867924528
Troy Brown,2018,31.2,35,507.69230769230774,142.30769230769232,67.94871794871794,210.25641025641025,70.51282051282051,8.974358974358974,110.25641025641025
Cole Anthony,2020,34.9,22,466.47564469914045,99.7134670487106,11.461318051575933,131.80515759312323,33.2378223495702,6.876790830945559,88.25214899713467
Mark Williams,2022,23.6,39,742.3728813559321,57.62711864406779,171.1864406779661,322.0338983050847,33.89830508474576,184.7457627118644,61.01694915254237
Kobe Bufkin,2023,34.0,33,543.5294117647059,112.94117647058825,29.411764705882355,145.88235294117646,50.588235294117645,27.058823529411768,75.29411764705883
Kel'el Ware,2024,32.1,30,595.6386292834891,56.074766355140184,78.50467289719626,290.34267912772583,22.429906542056074,69.78193146417445,58.56697819314641
Nikola Vucevic,2011,34.9,34,667.0487106017192,61.891117478510026,111.17478510028654,289.97134670487105,20.630372492836674,53.86819484240688,66.4756446991404
Luke Babbitt,2010,37.5,33,775.4666666666667,74.66666666666667,72.53333333333333,240.0,35.2,27.733333333333334,84.26666666666665
Royce White,2012,31.5,34,579.047619047619,215.8730158730159,107.93650793650795,293.3333333333333,50.79365079365079,40.63492063492063,165.0793650793651
Terry Rozier,2015,35.0,36,702.8571428571429,123.42857142857143,49.142857142857146,179.42857142857144,82.28571428571428,6.857142857142858,90.28571428571428
Justin Patton,2017,25.3,34,695.6521739130435,63.241106719367586,90.11857707509881,243.4782608695652,45.8498023715415,77.4703557312253,93.28063241106719
Chuma Okeke,2019,29.1,37,610.3092783505155,97.59450171821305,141.5807560137457,206.18556701030926,92.09621993127146,61.85567010309278,86.59793814432989
Zhaire Smith,2018,28.4,37,584.5070422535211,90.14084507042254,111.26760563380282,143.66197183098592,60.563380281690144,53.52112676056338,59.15492957746479
Isaiah Stewart,2020,32.3,32,672.4458204334366,33.43653250773994,108.97832817337462,239.0092879256966,21.05263157894737,82.97213622291022,87.92569659442725
AJ Griffin,2022,24.3,39,666.6666666666667,62.55144032921811,49.382716049382715,202.46913580246914,32.92181069958848,36.21399176954733,41.1522633744856
Keyonte George,2023,28.7,33,705.226480836237,126.82926829268294,45.99303135888502,144.94773519163763,51.56794425087108,8.362369337979095,132.40418118466897
Jared McCain,2024,31.6,36,650.632911392405,83.54430379746836,35.44303797468354,192.40506329113924,49.36708860759494,3.7974683544303796,58.22784810126582
Tyler Zeller,2012,28.2,38,880.8510638297872,51.06382978723404,207.0921985815603,310.63829787234044,48.226950354609926,82.26950354609929,103.54609929078015
Iman Shumpert,2011,32.0,31,671.25,135.0,67.5,162.5,106.25,7.5,90.0
James Young,2014,32.4,40,707.4074074074075,82.71604938271606,50.617283950617285,160.49382716049382,37.03703703703704,9.876543209876544,92.5925925925926
D.J. Wilson,2017,30.4,38,551.3157894736843,65.78947368421053,75.0,192.10526315789477,25.0,75.0,55.26315789473684
Wade Baldwin IV,2016,30.4,33,613.1578947368421,226.31578947368422,17.105263157894736,156.57894736842107,52.631578947368425,14.473684210526317,119.73684210526316
Rashad Vaughn,2015,32.3,23,507.7399380804954,44.582043343653254,17.3374613003096,120.12383900928795,22.291021671826627,9.907120743034056,61.91950464396285
Donte DiVincenzo,2018,29.3,40,733.1058020477816,189.76109215017064,62.79863481228669,196.58703071672358,57.33788395904437,10.921501706484642,107.84982935153585
Nickeil Alexander-Walker,2019,34.3,34,641.3994169096211,157.43440233236154,18.658892128279884,143.4402332361516,74.63556851311954,20.99125364431487,113.1195335276968
Trey Murphy III,2021,29.6,25,381.08108108108104,40.54054054054053,20.270270270270267,94.5945945945946,27.027027027027025,14.864864864864863,25.675675675675677
Tari Eason,2022,24.4,33,916.3934426229508,54.09836065573771,122.95081967213115,234.4262295081967,106.55737704918033,62.29508196721312,118.03278688524591
Dalton Knecht,2024,30.6,36,1016.9934640522875,84.9673202614379,36.60130718954248,193.4640522875817,32.6797385620915,30.065359477124183,79.73856209150325
Jalen Hood-Schifino,2023,33.1,32,522.0543806646525,141.38972809667672,16.918429003021146,142.59818731117824,31.419939577039276,9.667673716012084,107.55287009063444
Chris Singleton,2011,29.1,28,504.46735395189,45.360824742268036,79.72508591065291,182.81786941580754,75.60137457044674,56.3573883161512,83.8487972508591
Eric Bledsoe,2010,30.3,37,553.1353135313531,141.25412541254124,25.082508250825086,125.41254125412541,68.64686468646865,15.84158415841584,147.85478547854785
Terrence Jones,2012,29.3,38,640.2730375426621,69.62457337883959,131.0580204778157,240.2730375426621,66.89419795221843,92.83276450511946,84.64163822525597
Shane Larkin,2013,36.4,36,573.6263736263736,180.2197802197802,18.681318681318682,132.96703296703296,78.02197802197803,4.395604395604396,90.1098901098901
Sam Dekker,2015,31.0,40,717.4193548387096,63.2258064516129,99.35483870967742,184.51612903225808,27.096774193548384,23.225806451612904,46.45161290322581
Tyler Ennis,2014,35.7,34,492.9971988795518,210.64425770308122,30.252100840336134,98.59943977591035,80.67226890756302,6.722689075630251,64.9859943977591
Henry Ellenson,2016,33.5,33,669.8507462686566,70.44776119402985,84.77611940298507,298.5074626865672,33.43283582089552,58.507462686567166,93.13432835820896
TJ Leaf,2017,29.9,35,761.2040133779265,113.71237458193981,104.34782608695653,279.59866220735785,29.431438127090303,52.173913043478265,69.56521739130436
Lonnie Walker IV,2018,27.8,32,529.4964028776978,87.76978417266187,18.70503597122302,100.71942446043165,43.16546762589928,21.58273381294964,53.23741007194244
Jaime Jaquez Jr.,2023,33.2,37,793.9759036144578,104.81927710843372,114.45783132530119,251.80722891566262,68.67469879518072,26.506024096385538,80.72289156626505
Tre Mann,2021,31.9,24,482.7586206896552,104.07523510971787,20.062695924764892,149.21630094043888,41.37931034482759,5.015673981191223,85.26645768025078
Josh Green,2020,30.8,30,463.6363636363636,101.29870129870129,50.649350649350644,127.27272727272727,59.74025974025974,16.883116883116884,63.63636363636363
Tristan da Silva,2024,34.0,34,640.0,96.47058823529412,37.64705882352941,164.70588235294116,45.882352941176464,22.352941176470587,71.76470588235294
Dalen Terry,2022,27.8,37,427.33812949640287,208.63309352517985,61.8705035971223,195.68345323741005,66.18705035971223,17.26618705035971,73.38129496402877
Walter Clayton Jr.,2025,32.6,39,874.8466257668712,200.0,17.177914110429448,159.5092024539877,56.44171779141104,24.539877300613497,115.33742331288343
Andrew Nicholson,2012,30.1,32,785.3820598006644,43.853820598006635,110.29900332225914,247.1760797342193,27.906976744186046,83.72093023255813,106.31229235880399
Avery Bradley,2010,29.5,34,536.9491525423729,96.27118644067795,44.7457627118644,88.13559322033898,59.66101694915254,24.40677966101695,70.50847457627118
Tobias Harris,2011,29.2,34,713.6986301369864,60.273972602739725,91.78082191780823,246.5753424657534,32.87671232876713,39.726027397260275,84.93150684931507
Jerian Grant,2015,37.1,38,677.088948787062,271.6981132075471,14.016172506738545,109.97304582210242,67.92452830188678,20.48517520215633,88.40970350404312
Gary Harris,2014,32.3,35,725.6965944272446,116.40866873065016,45.82043343653251,127.55417956656348,78.0185758513932,18.575851393188856,74.30340557275542
John Collins,2017,26.6,33,950.375939849624,25.56390977443609,186.46616541353382,300.7518796992481,31.578947368421055,78.19548872180451,91.72932330827066
Malik Beasley,2016,29.8,34,710.0671140939597,68.45637583892616,59.060402684563755,182.55033557046977,42.95302013422819,8.053691275167784,79.19463087248322
Kevin Huerter,2018,34.3,31,532.9446064139942,122.44897959183675,34.98542274052478,146.9387755102041,22.157434402332363,23.323615160349856,90.96209912536445
Saddiq Bey,2020,33.9,31,588.7905604719764,87.31563421828909,47.1976401179941,126.25368731563424,28.31858407079646,14.15929203539823,54.27728613569322
Kai Jones,2021,22.8,26,403.50877192982455,28.07017543859649,89.47368421052632,131.57894736842104,38.59649122807018,42.10526315789473,63.15789473684211
Jake LaRavia,2022,34.2,33,563.7426900584795,142.69005847953215,79.53216374269006,174.2690058479532,64.32748538011695,36.25730994152046,102.92397660818713
Brandin Podziemski,2023,36.0,31,684.4444444444445,125.55555555555556,61.11111111111111,240.0,61.11111111111111,16.666666666666668,78.88888888888889
Ja'Kobe Walter,2024,32.3,34,610.5263157894738,60.681114551083596,56.96594427244583,131.26934984520125,44.582043343653254,9.907120743034056,56.96594427244583
James Anderson,2010,34.1,33,862.1700879765397,93.84164222873899,75.07331378299119,150.14662756598239,53.95894428152492,23.460410557184748,91.49560117302052
Tony Snell,2013,31.2,35,561.5384615384615,129.4871794871795,17.94871794871795,100.0,37.17948717948718,21.794871794871796,92.30769230769232
Caris LeVert,2016,31.1,14,294.5337620578778,88.7459807073955,11.57556270096463,86.17363344051446,16.720257234726688,3.858520900321543,28.295819935691316
Delon Wright,2015,33.3,34,593.3933933933935,207.80780780780785,39.63963963963964,162.1621621621622,85.28528528528528,39.63963963963964,79.27927927927928
Matisse Thybulle,2019,31.0,36,421.93548387096774,99.35483870967742,34.83870967741935,108.38709677419354,160.0,101.93548387096774,85.16129032258064
Josh Okogie,2018,36.4,24,480.2197802197802,64.83516483516483,59.34065934065934,105.49450549450549,46.15384615384616,25.274725274725274,67.03296703296704
Harry Giles,2017,11.5,26,354.7826086956522,31.304347826086957,142.6086956521739,205.2173913043478,31.304347826086957,59.13043478260869,62.608695652173914
Precious Achiuwa,2020,30.4,31,643.4210526315791,39.473684210526315,122.36842105263159,317.10526315789474,44.73684210526316,76.31578947368422,114.47368421052632
Jalen Johnson,2021,21.4,13,272.89719626168227,54.205607476635514,35.51401869158879,110.2803738317757,28.037383177570096,29.90654205607477,61.68224299065421
Jaylon Tyson,2024,34.4,31,705.8139534883721,124.4186046511628,59.30232558139535,184.88372093023256,43.0232558139535,17.441860465116278,111.62790697674419
Malaki Branham,2022,29.7,32,588.5521885521886,87.54208754208754,33.670033670033675,119.86531986531986,33.670033670033675,12.121212121212121,72.72727272727272
Cam Whitmore,2023,27.3,26,477.65567765567766,27.83882783882784,30.769230769230766,171.42857142857142,54.21245421245422,13.186813186813186,61.53846153846153
Kasparas Jakucionis,2025,31.9,33,619.435736677116,195.6112852664577,57.68025078369906,178.05642633228842,36.36363636363637,11.285266457680251,154.2319749216301
Nolan Smith,2011,34.0,37,898.8235294117646,222.35294117647058,51.76470588235294,143.52941176470588,52.94117647058823,3.5294117647058827,138.8235294117647
Craig Brackins,2010,35.1,32,601.7094017094017,78.63247863247862,76.35327635327636,234.75783475783476,28.49002849002849,43.3048433048433,77.49287749287748
Jared Sullinger,2012,30.4,37,851.3157894736843,60.52631578947369,152.63157894736844,294.7368421052632,56.578947368421055,51.31578947368421,93.42105263157896
Gorgui Dieng,2013,31.1,33,415.43408360128615,84.88745980707395,145.33762057877811,253.37620578778132,56.59163987138263,106.7524115755627,75.88424437299035
Mitch McGary,2014,24.6,8,123.57723577235772,19.51219512195122,37.39837398373984,69.91869918699186,24.390243902439025,9.75609756097561,21.13821138211382
Justin Anderson,2015,27.8,26,456.115107913669,64.74820143884892,24.460431654676256,126.61870503597122,24.460431654676256,20.14388489208633,44.60431654676259
Grayson Allen,2018,35.6,37,642.6966292134831,193.25842696629212,22.47191011235955,115.73033707865167,71.91011235955057,2.247191011235955,88.76404494382022
DeAndre' Bembry,2016,37.2,36,674.1935483870966,173.11827956989245,54.83870967741935,245.16129032258064,54.83870967741935,32.25806451612903,78.49462365591397
Brandon Clarke,2019,28.1,37,892.5266903914589,98.22064056939502,162.27758007117438,288.9679715302491,61.20996441281139,158.00711743772243,81.13879003558719
Tyrese Maxey,2020,34.5,31,502.0289855072464,112.46376811594203,13.91304347826087,140.28985507246378,31.304347826086957,13.91304347826087,77.68115942028986
Christian Braun,2022,34.4,40,655.813953488372,129.06976744186045,65.11627906976744,238.37209302325584,45.348837209302324,38.372093023255815,94.18604651162792
Keon Johnson,2021,25.0,27,486.4,107.2,44.800000000000004,105.60000000000001,48.0,17.6,113.6
Noah Clowney,2023,25.4,36,554.3307086614174,47.24409448818898,118.11023622047244,330.7086614173229,33.07086614173229,53.54330708661418,72.44094488188976
Yves Missi,2024,23.0,33,615.6521739130435,22.60869565217391,149.56521739130434,170.43478260869566,33.04347826086956,86.95652173913044,67.82608695652173
Will Riley,2025,25.7,35,686.3813229571984,121.40077821011673,65.36964980544747,160.3112840466926,14.007782101167317,15.56420233463035,65.36964980544747
Kenneth Faried,2011,35.2,32,627.2727272727273,37.49999999999999,209.09090909090907,313.6363636363636,69.31818181818181,79.54545454545455,96.59090909090908
Elliot Williams,2010,33.3,34,732.7327327327328,153.75375375375376,30.030030030030034,132.13213213213214,54.05405405405406,4.804804804804805,120.12012012012013
Mason Plumlee,2013,34.7,36,708.9337175792507,80.69164265129683,114.12103746397693,299.7118155619596,41.4985590778098,59.942363112391924,118.73198847262246
Fab Melo,2012,25.4,30,368.5039370078741,33.07086614173229,125.98425196850394,149.60629921259843,23.62204724409449,138.58267716535434,67.71653543307087
Jordan Adams,2014,30.1,36,831.8936877076412,111.62790697674419,89.03654485049833,166.11295681063123,126.24584717607974,6.644518272425249,71.76079734219269
Bobby Portis,2015,29.9,36,841.4715719063545,56.18729096989967,177.9264214046823,251.50501672240804,52.173913043478265,66.88963210702342,74.91638795986623
Chandler Hutchison,2018,31.0,30,772.9032258064517,134.19354838709677,33.54838709677419,263.2258064516129,58.064516129032256,10.32258064516129,130.3225806451613
Malachi Richardson,2016,34.4,37,576.7441860465117,89.53488372093022,22.093023255813954,161.6279069767442,50.0,11.627906976744187,91.86046511627907
Jarrett Allen,2017,32.2,33,549.0683229813665,32.29813664596273,124.22360248447204,221.11801242236024,23.602484472049685,63.354037267080734,104.3478260869565
Grant Williams,2019,31.9,36,848.9028213166146,142.94670846394985,100.31347962382446,239.4984326018809,51.410658307210035,67.7115987460815,101.56739811912226
Zeke Nnaji,2020,30.6,32,673.2026143790849,35.294117647058826,129.41176470588235,231.37254901960785,30.065359477124183,36.60130718954248,91.5032679738562
Walker Kessler,2022,25.6,34,607.8125,46.875,139.0625,287.5,57.8125,239.0625,59.375
Isaiah Jackson,2021,20.6,25,409.70873786407765,34.95145631067961,102.9126213592233,217.47572815533977,36.89320388349514,126.2135922330097,73.78640776699028
DaRon Holmes II,2024,32.4,33,829.6296296296296,106.17283950617285,67.90123456790124,279.01234567901236,38.27160493827161,83.95061728395062,91.35802469135803
Dariq Whitehead,2023,20.7,28,446.3768115942029,52.173913043478265,23.18840579710145,106.28019323671498,40.57971014492754,11.594202898550725,71.4975845410628
Drake Powell,2025,25.6,37,429.6875,62.5,40.625,154.6875,40.625,39.0625,42.1875
Trevor Booker,2010,30.8,32,631.1688311688312,105.19480519480518,115.58441558441558,232.46753246753246,55.84415584415584,58.441558441558435,80.51948051948052
Solomon Hill,2013,33.0,35,567.2727272727273,115.15151515151516,73.93939393939394,152.72727272727275,48.484848484848484,24.242424242424242,93.33333333333334
John Jenkins,2012,33.6,35,828.5714285714284,50.0,19.047619047619047,101.19047619047619,34.52380952380952,13.095238095238095,65.47619047619048
Rodney Hood,2014,32.9,35,683.2826747720366,91.18541033434651,35.258358662613986,132.52279635258358,30.395136778115504,10.942249240121582,65.65349544072949
Rondae Hollis-Jefferson,2015,28.7,38,595.1219512195122,82.22996515679442,107.31707317073172,255.0522648083624,61.32404181184669,44.5993031358885,82.22996515679442
Aaron Holiday,2018,37.7,33,711.9363395225464,203.71352785145888,18.037135278514587,110.34482758620689,44.56233421750663,8.488063660477453,132.6259946949602
OG Anunoby,2017,25.1,16,282.0717131474104,36.65338645418326,44.6215139442231,94.0239043824701,33.46613545816733,33.46613545816733,41.43426294820717
David Roddy,2022,32.9,30,703.951367781155,104.55927051671733,66.86930091185411,206.68693009118542,43.76899696048633,37.68996960486322,85.1063829787234
Kris Murray,2023,34.8,29,673.5632183908046,66.66666666666667,91.95402298850576,172.41379310344828,34.48275862068966,39.08045977011494,49.425287356321846
Asa Newell,2025,29.0,33,702.0689655172414,40.0,151.72413793103448,161.3793103448276,45.51724137931035,44.13793103448276,51.0344827586207
Damion James,2010,30.3,34,806.6006600660066,43.56435643564357,141.25412541254124,320.7920792079208,75.24752475247524,52.805280528052805,91.08910891089108
Reggie Jackson,2011,34.1,34,724.9266862170088,178.2991202346041,41.05571847507331,130.20527859237535,42.22873900293255,21.114369501466275,95.01466275659824
Jared Cunningham,2012,35.1,35,715.6695156695156,113.96011396011396,41.02564102564102,112.82051282051282,102.56410256410255,17.094017094017094,116.23931623931624
Shabazz Napier,2014,35.1,40,820.5128205128204,222.22222222222223,43.3048433048433,223.36182336182335,83.1908831908832,14.814814814814813,129.9145299145299
Tim Hardaway Jr.,2013,34.9,37,604.0114613180516,103.15186246418338,9.169054441260746,182.23495702005732,28.653295128939828,19.484240687679083,79.08309455587393
Tyus Jones,2015,33.9,39,543.9528023598821,256.047197640118,22.4188790560472,139.2330383480826,69.6165191740413,3.5398230088495577,89.6755162241888
Tyler Lydon,2017,36.1,34,496.3988919667589,77.56232686980609,87.53462603878117,238.22714681440442,38.78116343490304,54.29362880886426,65.37396121883657
Ty Jerome,2019,33.9,37,592.330383480826,238.3480825958702,20.058997050147497,164.0117994100295,67.2566371681416,1.1799410029498525,71.976401179941
Josh Christopher,2021,29.7,15,288.2154882154882,28.282828282828284,13.468013468013469,82.15488215488216,29.629629629629633,10.774410774410775,35.01683501683502
Nique Clifford,2025,35.4,36,769.4915254237288,180.7909604519774,59.887005649717516,331.0734463276836,48.58757062146893,24.858757062146893,105.08474576271186
Olivier-Maxence Prosper,2023,29.0,36,620.6896551724138,33.10344827586207,84.13793103448276,147.58620689655172,45.51724137931035,6.8965517241379315,68.9655172413793
Kyshawn George,2024,23.0,31,410.4347826086956,116.52173913043478,24.347826086956523,139.1304347826087,46.95652173913044,19.130434782608695,83.47826086956522
Dominique Jones,2010,37.1,33,760.1078167115902,129.3800539083558,39.892183288409704,176.81940700808624,60.37735849056603,20.48517520215633,104.5822102425876
Marshon Brooks,2011,36.5,32,863.5616438356165,87.67123287671232,78.9041095890411,167.67123287671234,52.602739726027394,42.73972602739726,107.3972602739726
Reggie Bullock,2013,31.6,34,596.2025316455696,120.25316455696202,87.34177215189874,194.9367088607595,53.164556962025316,12.658227848101264,54.43037974683544
Tony Wroten,2012,30.3,35,737.953795379538,171.6171617161716,105.61056105610561,126.73267326732672,87.12871287128714,17.16171617161716,174.25742574257427
Brice Johnson,2016,28.0,40,968.5714285714287,82.85714285714286,164.28571428571428,430.0,61.42857142857143,84.28571428571429,100.0
Jarell Martin,2015,35.1,33,635.8974358974358,67.23646723646723,111.68091168091168,235.89743589743588,43.3048433048433,26.21082621082621,104.84330484330484
Moritz Wagner,2018,27.6,38,804.3478260869564,46.3768115942029,81.15942028985506,311.5942028985507,53.6231884057971,27.53623188405797,78.26086956521738
Nassir Little,2019,18.2,36,775.8241758241759,50.54945054945055,125.27472527472527,239.56043956043956,41.75824175824176,41.75824175824176,105.49450549450549
Immanuel Quickley,2020,32.9,30,586.0182370820669,69.30091185410335,19.45288753799392,133.73860182370822,32.82674772036474,4.86322188449848,58.358662613981764
Quentin Grimes,2021,32.8,30,652.439024390244,71.95121951219514,58.53658536585367,150.00000000000003,51.21951219512195,10.975609756097562,67.07317073170732
Marcus Sasser,2023,30.8,36,787.012987012987,144.15584415584416,16.883116883116884,115.58441558441558,75.32467532467533,7.792207792207792,75.32467532467533
Blake Wesley,2022,29.3,34,668.9419795221843,111.94539249146757,31.399317406143346,139.24914675767917,58.70307167235495,2.7303754266211606,102.38907849829351
Jase Richardson,2025,25.4,36,688.1889763779527,107.08661417322836,36.22047244094488,151.18110236220474,47.24409448818898,17.322834645669293,47.24409448818898
Quincy Pondexter,2010,32.3,36,860.6811145510836,78.0185758513932,132.5077399380805,195.66563467492261,56.96594427244583,26.006191950464398,84.21052631578948
Miles Plumlee,2012,20.5,34,440.9756097560975,35.1219512195122,193.17073170731706,279.0243902439024,35.1219512195122,62.4390243902439,81.95121951219512
Jordan Hamilton,2011,32.2,36,833.5403726708074,94.40993788819874,89.44099378881987,253.41614906832294,38.50931677018633,28.57142857142857,95.65217391304347
Andre Roberson,2013,33.4,31,403.59281437125753,52.69461077844311,110.17964071856287,305.38922155688624,80.23952095808383,49.10179640718563,88.62275449101796
Caleb Swanigan,2017,32.5,35,795.0769230769231,130.46153846153845,118.15384615384616,418.46153846153845,18.461538461538463,34.46153846153847,145.23076923076923
Landry Shamet,2018,31.7,32,601.8927444794953,209.46372239747635,17.665615141955836,112.30283911671924,29.022082018927446,7.5709779179810734,84.54258675078864
Dylan Windler,2019,33.2,32,820.4819277108434,97.59036144578312,74.69879518072288,342.16867469879514,55.421686746987945,21.686746987951807,80.72289156626505
Payton Pritchard,2020,36.5,31,695.8904109589041,188.49315068493152,23.013698630136986,123.83561643835617,51.50684931506849,1.095890410958904,93.15068493150685
Nah'Shon Hyland,2021,31.9,24,585.5799373040752,62.69592476489028,5.015673981191223,136.67711598746084,56.426332288401255,5.015673981191223,92.78996865203763
Ben Sheppard,2023,34.2,31,683.0409356725146,105.26315789473684,22.222222222222218,166.08187134502924,50.292397660818715,5.847953216374268,79.53216374269006
Wendell Moore Jr.,2022,33.9,39,617.1091445427728,202.94985250737466,55.45722713864307,186.4306784660767,62.53687315634218,9.43952802359882,89.6755162241888
Dillon Jones,2024,37.0,29,650.8108108108108,164.32432432432432,24.864864864864863,277.8378378378378,61.62162162162162,3.2432432432432434,95.13513513513514
JaJuan Johnson,2011,35.4,34,788.7005649717514,37.28813559322034,92.65536723163842,236.15819209039552,33.898305084745765,89.26553672316385,63.2768361581921
Jordan Crawford,2010,32.8,35,875.609756097561,123.17073170731709,41.463414634146346,160.97560975609755,57.31707317073172,8.536585365853659,103.65853658536587
Arnett Moultrie,2012,35.8,30,549.7206703910615,39.10614525139665,122.9050279329609,227.93296089385478,27.93296089385475,25.69832402234637,81.56424581005588
Larry Nance Jr.,2015,34.9,29,534.0974212034384,81.3753581661891,46.99140401146132,192.55014326647566,40.11461318051576,40.11461318051576,74.49856733524355
Kyle Kuzma,2017,30.8,27,575.3246753246752,85.71428571428571,97.4025974025974,229.87012987012986,22.07792207792208,16.883116883116884,75.32467532467533
Pascal Siakam,2016,35.3,32,738.8101983002833,57.790368271954684,145.04249291784706,284.4192634560907,36.260623229461764,80.45325779036828,75.92067988668556
Udoka Azubuike,2020,27.7,30,594.9458483754513,40.43321299638989,150.18050541516246,303.2490974729242,21.660649819494587,111.1913357400722,105.41516245487365
Robert Williams,2018,25.6,30,485.9375,67.1875,110.9375,321.875,37.5,117.1875,81.25
Mfiondu Kabengele,2019,21.5,37,909.7674418604652,20.46511627906977,146.97674418604652,262.3255813953488,39.06976744186046,104.18604651162792,89.30232558139535
Terrence Shannon Jr.,2024,33.8,32,871.0059171597634,87.57396449704143,30.76923076923077,120.71005917159765,39.053254437869825,33.13609467455622,75.7396449704142
Cameron Thomas,2021,34.0,29,785.8823529411766,49.411764705882355,21.176470588235293,94.11764705882354,29.411764705882355,7.058823529411765,57.64705882352941
Danny Wolf,2025,30.5,37,641.311475409836,173.11475409836066,111.47540983606558,360.655737704918,32.786885245901644,65.57377049180329,157.37704918032787
Nick Smith Jr.,2023,25.8,17,330.2325581395349,44.96124031007752,6.2015503875969,37.2093023255814,21.705426356589147,3.10077519379845,41.860465116279066
Greivis Vasquez,2010,34.3,32,747.5218658892129,236.73469387755105,44.31486880466473,131.7784256559767,64.1399416909621,12.82798833819242,125.94752186588921
Norris Cole,2011,36.1,34,816.6204986149585,204.98614958448752,28.80886426592798,192.79778393351802,81.99445983379502,3.3240997229916895,105.26315789473684
C.J. Wilcox,2014,34.9,32,672.7793696275071,92.83667621776505,25.21489971346705,111.17478510028654,36.676217765042985,36.676217765042985,61.891117478510026
Perry Jones III,2012,30.9,32,568.284789644013,53.07443365695793,111.32686084142395,208.41423948220066,36.24595469255664,24.59546925566343,69.90291262135923
R.J. Hunter,2015,37.0,34,722.1621621621621,131.8918918918919,28.10810810810811,144.86486486486487,78.91891891891892,36.75675675675676,81.0810810810811
Jacob Evans III,2018,30.8,36,607.7922077922078,146.75324675324674,64.93506493506493,155.84415584415584,61.03896103896104,45.45454545454545,81.81818181818181
Skal Labissiere,2016,15.8,36,600.0,27.848101265822784,88.60759493670885,197.46835443037975,22.784810126582276,149.36708860759492,83.54430379746836
Tony Bradley,2017,14.6,37,717.8082191780823,60.273972602739725,260.2739726027397,257.5342465753425,27.397260273972602,57.534246575342465,65.75342465753425
Jordan Poole,2019,33.0,37,572.1212121212121,96.96969696969697,9.696969696969697,123.63636363636363,48.484848484848484,9.696969696969697,67.87878787878788
Jaden McDaniels,2020,31.0,31,518.7096774193548,82.58064516129032,43.87096774193548,187.0967741935484,30.967741935483872,50.32258064516129,129.03225806451613
Jaden Springer,2021,25.9,25,483.3976833976834,112.74131274131275,40.15444015444015,95.75289575289575,46.33204633204634,18.532818532818535,92.66409266409268
Patrick Baldwin Jr.,2022,28.5,11,186.66666666666669,23.859649122807017,14.035087719298245,74.3859649122807,12.631578947368421,9.82456140350877,32.280701754385966
Ryan Dunn,2024,27.4,34,402.91970802919707,37.956204379562045,110.94890510948906,232.1167883211679,62.77372262773723,112.4087591240876,40.87591240875913
Brice Sensabaugh,2023,24.5,33,876.7346938775511,62.04081632653061,68.57142857142857,220.40816326530614,29.387755102040817,21.22448979591837,109.38775510204081
Daniel Orton,2010,13.2,38,390.90909090909093,45.45454545454546,136.36363636363637,245.45454545454547,63.63636363636364,160.60606060606062,115.15151515151516
Cory Joseph,2011,32.4,36,462.962962962963,134.5679012345679,28.395061728395063,129.62962962962965,45.67901234567901,13.580246913580247,66.66666666666667
Josh Huestis,2014,35.2,36,456.8181818181818,48.86363636363636,103.4090909090909,231.8181818181818,23.863636363636363,78.4090909090909,48.86363636363636
Marquis Teague,2012,32.6,40,492.0245398773006,234.35582822085888,20.858895705521473,103.06748466257667,45.39877300613497,13.496932515337424,133.74233128834356
Archie Goodwin,2013,31.8,33,586.1635220125786,110.69182389937106,60.37735849056603,130.81761006289307,45.283018867924525,18.867924528301888,127.04402515723271
Chris McCullough,2015,28.1,16,212.09964412811388,25.622775800711743,51.245551601423486,105.33807829181495,38.43416370106761,46.97508896797153,49.8220640569395
Dejounte Murray,2016,33.5,34,654.3283582089553,181.49253731343282,57.31343283582089,185.07462686567163,74.02985074626866,11.940298507462686,131.34328358208955
Derrick White,2017,32.8,33,728.048780487805,175.609756097561,41.463414634146346,123.17073170731709,50.0,58.53658536585367,96.34146341463415
