name,season,mpg,gp,pts_per_40,ast_per_40,oreb_per_40,dreb_per_40,stl_per_40,blks_per_40,tov_per_40
Chris Duarte,2021,34.1,26,521.9941348973607,79.76539589442815,23.460410557184748,118.47507331378299,58.65102639296188,24.633431085043988,69.20821114369501
Jalen Duren,2022,25.3,29,548.6166007905139,58.498023715415016,135.9683794466403,237.15415019762844,37.944664031620555,96.44268774703556,102.76679841897233
Devin Carter,2024,35.3,33,738.8101983002833,135.97733711048159,37.39376770538244,286.68555240793205,65.72237960339945,36.260623229461764,100.84985835694053
Gradey Dick,2023,32.7,36,620.183486238532,73.39449541284404,48.92966360856269,177.3700305810397,63.608562691131496,11.009174311926603,55.04587155963303
Derik Queen,2025,30.4,36,781.578947368421,88.15789473684211,110.52631578947368,314.47368421052636,51.31578947368421,51.31578947368421,111.84210526315789
Patrick Patterson,2010,33.0,38,659.3939393939394,43.63636363636363,140.6060606060606,202.42424242424244,32.72727272727273,61.81818181818181,49.696969696969695
Marcus Morris,2011,28.3,38,924.3816254416961,87.63250883392226,139.92932862190813,269.96466431095405,45.22968197879859,33.92226148409894,94.69964664310953
John Henson,2012,29.1,35,658.4192439862543,60.48109965635739,122.33676975945016,356.0137457044674,27.491408934707906,138.8316151202749,61.85567010309278
Shabazz Muhammad,2013,30.8,32,742.8571428571428,35.064935064935064,112.98701298701297,103.8961038961039,29.87012987012987,5.194805194805195,66.23376623376623
T.J. Warren,2014,35.4,35,984.180790960452,45.19774011299435,127.68361581920905,154.80225988700565,71.1864406779661,23.728813559322035,93.78531073446328
Denzel Valentine,2016,33.0,31,721.2121212121212,292.1212121212121,30.303030303030305,252.12121212121212,38.78787878787879,8.484848484848484,103.03030303030303
Cameron Payne,2015,32.2,33,828.5714285714284,244.72049689440993,24.844720496894407,126.70807453416147,79.5031055900621,19.875776397515526,101.86335403726707
Edrice Adebayo,2017,30.1,38,656.4784053156145,42.52491694352159,156.81063122923587,247.1760797342193,34.5514950166113,75.74750830564784,85.04983388704318
Michael Porter Jr.,2018,17.7,3,67.79661016949153,2.2598870056497176,9.03954802259887,36.15819209039548,6.779661016949153,2.2598870056497176,6.779661016949153
Romeo Langford,2019,34.1,32,619.3548387096773,87.97653958944281,52.785923753665685,148.97360703812316,29.32551319648094,30.498533724340177,79.76539589442815
Ochai Agbaji,2022,35.1,39,834.1880341880342,70.65527065527066,36.46723646723647,188.03418803418805,41.02564102564102,25.07122507122507,91.16809116809117
Aaron Nesmith,2020,35.7,14,360.78431372549016,14.565826330532213,12.324929971988794,63.86554621848739,22.408963585434172,13.445378151260503,26.890756302521005
Moses Moody,2021,33.8,32,637.8698224852071,59.1715976331361,75.7396449704142,142.01183431952666,37.8698224852071,24.85207100591716,61.53846153846154
