name,pick,season,ftm,fta,3fgm,3fga,rim_made,rim_miss,mid_made,mid_miss,dunks_made,dunks_miss,oreb,dreb,ast,stl,blks,pts,gp,height,rec_rank,mpg,age,tov,sos,team_strength,international,NBA_impact,standard_error,NBA_minutes,NBA_seasons,NCAA_possessions_est,fga_est,ts_pct,ast_to_tov,ft_pct,three_pt_pct,rim_pct,dunk_rate,position
Julian Strawther,29.0,2023,103,130,79,195,52,36,48,61,7,0,27,198,48,30,16,551,36,79,87.2,31.2,20.8,55,5.7,12.6,0,-2.6,1.9,2897.0,3.0,2025,392,0.6133125556544969,0.8727272727272727,0.7923076923076923,0.40512820512820513,0.5909090909090909,0.07954545454545454,SF
Tyty Washington Jr.,29.0,2022,48,64,36,103,32,23,82,95,2,0,20,87,121,40,6,388,31,75,97.6,29.1,20.2,51,4.8,15.5,0,-1.8,2.6,698.0,4.0,1574,335,0.5341998017402797,2.372549019607843,0.75,0.34951456310679613,0.5818181818181818,0.03636363636363636,SF
Isaiah Collier,29.0,2024,105,156,27,80,89,59,32,48,6,0,17,61,115,40,6,440,27,77,100.0,29.8,19.3,89,5.6,4.4,0,-1.8,1.9,3330.0,2.0,1406,308,0.5841121495327103,1.2921348314606742,0.6730769230769231,0.3375,0.6013513513513513,0.04054054054054054,SF
Liam McNeeley,29.0,2025,110,127,46,145,47,54,21,39,4,0,25,136,61,15,6,392,27,79,96.6,32.1,19.3,50,5.4,12.7,0,1.6,2.8,358.0,1.0,1406,306,0.5416160053056261,1.22,0.8661417322834646,0.31724137931034485,0.46534653465346537,0.039603960396039604,SF
Lazar Hayward,30.0,2010,107,127,65,186,82,46,65,125,10,0,72,184,52,64,18,616,34,78,85.2,32.3,22.3,67,6.4,11.7,0,-4.1,2.6,614.0,3.0,1755,504,0.5501178824033721,0.7761194029850746,0.84251968503937,0.34946236559139787,0.640625,0.078125,SG
Festus Ezeli,30.0,2012,84,139,0,0,47,27,11,48,31,1,62,92,8,11,52,262,26,83,77.0,23.2,22.3,58,8.6,12.4,0,-2.9,1.8,2890.0,3.0,964,133,0.6747012772970746,0.13793103448275862,0.60431654676259,0.0,0.6351351351351351,0.4189189189189189,C
Jimmy Butler,30.0,2011,188,240,20,58,89,52,61,105,17,0,90,135,86,53,13,582,37,78,0.0,34.6,21.4,54,6.9,10.4,0,5.3,0.8,34497.0,15.0,2166,365,0.6183595410114747,1.5925925925925926,0.7833333333333333,0.3448275862068966,0.6312056737588653,0.12056737588652482,SF
Kyle Anderson,30.0,2014,137,186,28,58,49,32,97,132,7,0,45,270,233,64,27,527,36,81,99.6,33.2,20.3,110,5.4,12.8,0,-0.2,0.9,17375.0,12.0,2099,368,0.5857638271385381,2.118181818181818,0.7365591397849462,0.4827586206896552,0.6049382716049383,0.08641975308641975,PF
Damian Jones,30.0,2016,90,168,0,3,87,41,59,79,38,5,74,153,38,8,54,458,33,84,82.8,26.2,20.6,65,6.2,11.8,0,-4.5,1.6,3774.0,8.0,1486,269,0.6677942377230841,0.5846153846153846,0.5357142857142857,0.0,0.6796875,0.296875,C
Josh Hart,30.0,2017,127,170,74,183,94,45,48,72,20,1,51,179,106,56,10,673,36,77,84.4,33.2,21.9,71,5.9,17.9,0,0.5,1.0,19422.0,9.0,1952,442,0.6511222910216719,1.4929577464788732,0.7470588235294118,0.40437158469945356,0.6762589928057554,0.14388489208633093,SG
Kevon Looney,30.0,2015,92,147,22,53,76,56,29,82,24,0,122,209,51,46,32,416,36,81,98.0,30.9,18.9,45,5.9,7.2,0,1.0,1.1,12259.0,11.0,1866,296,0.5766884773206166,1.1333333333333333,0.6258503401360545,0.41509433962264153,0.5757575757575758,0.18181818181818182,PF
Desmond Bane,30.0,2020,44,56,87,198,63,39,37,83,0,0,45,152,120,46,16,514,31,78,0.0,36.1,21.6,72,6.2,4.4,0,1.5,1.2,12761.0,6.0,1840,420,0.5779956818999641,1.6666666666666667,0.7857142857142857,0.4393939393939394,0.6176470588235294,0.0,SG
Omari Spellman,30.0,2018,49,70,65,150,33,35,36,45,26,9,90,231,30,26,59,434,40,80,96.2,28.1,20.5,40,6.8,19.5,0,-2.1,2.1,1676.0,2.0,1965,299,0.6579745300181928,0.75,0.7,0.43333333333333335,0.4852941176470588,0.38235294117647056,SF
Kevin Porter Jr.,30.0,2019,24,46,28,68,16,12,13,28,17,3,20,64,30,17,11,200,21,78,94.6,22.1,18.7,39,3.8,4.9,0,-0.5,1.3,8719.0,6.0,816,137,0.635970490969219,0.7692307692307693,0.5217391304347826,0.4117647058823529,0.5714285714285714,0.6071428571428571,SF
Kobe Brown,30.0,2023,99,125,51,112,78,50,30,45,35,1,61,155,85,50,15,538,34,80,50.2,29.5,23.1,56,4.8,6.9,0,-4.4,2.2,1670.0,3.0,1736,315,0.727027027027027,1.5178571428571428,0.792,0.45535714285714285,0.609375,0.2734375,SF
Santi Aldama,30.0,2021,59,86,32,87,57,27,35,46,11,0,31,141,39,17,29,361,17,83,87.2,35.0,20.1,55,-0.3,1.4,1,-0.3,1.4,6671.0,5.0,1017,252,0.6227573833839359,0.7090909090909091,0.686046511627907,0.367816091954023,0.6785714285714286,0.13095238095238096,PF
Baylor Scheierman,30.0,2024,99,113,110,289,59,37,42,52,8,2,26,289,138,32,5,647,35,79,0.0,36.8,23.3,78,6.4,13.5,0,-0.6,2.2,1812.0,2.0,2173,479,0.6118550461491905,1.7692307692307692,0.8761061946902655,0.3806228373702422,0.6145833333333334,0.08333333333333333,SF
Peyton Watson,30.0,2022,22,32,7,31,14,26,14,27,3,3,29,63,24,19,18,105,32,80,98.2,12.7,19.3,30,3.5,14.3,0,-2.1,1.6,5204.0,4.0,687,112,0.4164022842639594,0.8,0.6875,0.22580645161290322,0.35,0.075,PF
Yanic Konan Niederhauser,30.0,2025,87,131,1,11,68,50,16,25,58,6,60,124,22,19,67,374,29,84,0.0,25.1,21.8,48,5.1,8.0,1,0.3,2.8,409.0,1.0,1296,170,0.8214725004392902,0.4583333333333333,0.6641221374045801,0.09090909090909091,0.576271186440678,0.4915254237288136,C
Jeffery Taylor,31.0,2012,95,157,66,156,86,52,34,74,24,0,77,123,62,46,16,581,36,79,90.6,32.1,22.7,79,6.8,12.4,0,,,,,1892,402,0.6166680818544621,0.7848101265822784,0.6050955414012739,0.4230769230769231,0.6231884057971014,0.17391304347826086,SF
Allen Crabbe,31.0,2013,113,139,64,184,47,28,90,103,14,2,33,167,87,37,23,607,33,78,87.0,36.2,20.8,83,5.9,7.5,0,-2.1,1.2,9505.0,7.0,1984,452,0.5914334710421701,1.0481927710843373,0.8129496402877698,0.34782608695652173,0.6266666666666667,0.18666666666666668,SG
Deyonta Davis,31.0,2016,23,38,0,0,37,33,32,45,50,1,72,119,26,9,64,261,35,82,95.0,18.6,19.1,30,4.4,17.7,0,-1.0,2.3,1323.0,3.0,1083,147,0.7970925971170291,0.8666666666666667,0.6052631578947368,0.0,0.5285714285714286,0.7142857142857143,C
Frank Jackson,31.0,2017,77,102,51,129,56,30,22,40,4,0,23,67,61,20,2,394,36,75,97.6,24.9,18.7,49,7.5,15.1,0,-2.0,1.7,3881.0,5.0,1573,277,0.6120293276997639,1.2448979591836735,0.7549019607843137,0.3953488372093023,0.6511627906976745,0.046511627906976744,SF
Nicolas Claxton,31.0,2019,123,192,18,64,39,30,41,82,39,3,72,202,58,34,81,415,32,83,54.0,31.6,19.8,67,5.2,0.7,0,-1.0,1.3,10263.0,7.0,1766,256,0.6094337406015037,0.8656716417910447,0.640625,0.28125,0.5652173913043478,0.5652173913043478,PF
Andrew Nembhard,31.0,2022,48,55,51,133,45,29,42,58,2,1,14,94,184,51,4,379,32,77,95.6,32.2,22.0,62,4.6,18.9,0,-0.9,1.5,8656.0,4.0,1885,307,0.5721618357487923,2.967741935483871,0.8727272727272727,0.38345864661654133,0.6081081081081081,0.02702702702702703,SG
Tyrell Terry,31.0,2020,98,110,62,152,54,38,27,58,4,0,11,128,99,43,2,454,31,73,78.2,32.5,19.3,82,3.3,8.5,0,-0.1,3.1,62.0,2.0,1729,329,0.6014838367779545,1.2073170731707317,0.8909090909090909,0.40789473684210525,0.5869565217391305,0.043478260869565216,SG
Rasheer Fleming,31.0,2025,75,101,62,159,78,50,5,17,43,2,72,227,44,49,54,513,35,81,0.0,31.2,20.5,54,1.3,5.7,0,1.6,2.7,634.0,1.0,1863,309,0.7257243096423721,0.8148148148148148,0.7425742574257426,0.389937106918239,0.609375,0.3359375,SF
Jonathan Mogbo,31.0,2024,71,102,0,2,86,52,26,57,86,8,111,225,119,52,27,470,33,81,0.0,28.9,22.2,58,0.1,7.7,0,-2.3,2.3,1509.0,2.0,1652,223,0.8772584739435568,2.0517241379310347,0.696078431372549,0.0,0.6231884057971014,0.6231884057971014,PF
Dexter Pittman,32.0,2010,75,135,0,0,65,36,35,36,40,2,101,98,17,12,63,355,34,82,76.6,19.1,22.3,60,5.7,14.6,0,-1.9,2.8,364.0,4.0,1193,172,0.7670700086430423,0.2833333333333333,0.5555555555555556,0.0,0.6435643564356436,0.39603960396039606,C
Justin Harper,32.0,2011,94,118,77,172,91,28,62,89,15,2,62,194,43,23,45,661,37,82,0.0,31.8,21.4,56,2.8,10.4,0,-2.5,3.0,155.0,3.0,1855,442,0.6691367022999676,0.7678571428571429,0.7966101694915254,0.4476744186046512,0.7647058823529411,0.12605042016806722,PF
K.J. McDaniels,32.0,2014,154,183,42,138,53,42,57,102,57,5,86,169,57,41,100,614,36,77,55.4,33.7,21.0,83,4.7,8.4,0,-2.5,2.0,2123.0,3.0,1810,392,0.6497079488698891,0.6867469879518072,0.8415300546448088,0.30434782608695654,0.5578947368421052,0.6,SF
Montrezl Harrell,32.0,2015,114,191,9,37,74,38,56,92,74,4,111,210,49,33,42,549,35,80,84.0,35.1,21.0,69,7.8,14.3,0,0.1,1.2,10993.0,8.0,1994,297,0.7203968087339911,0.7101449275362319,0.5968586387434555,0.24324324324324326,0.6607142857142857,0.6607142857142857,PF
Davon Reed,32.0,2017,90,108,79,199,46,32,27,54,9,2,28,130,80,43,16,491,33,78,77.6,35.3,21.6,67,6.3,9.4,0,-3.0,2.3,1300.0,4.0,1880,358,0.6053955415269284,1.1940298507462686,0.8333333333333334,0.3969849246231156,0.5897435897435898,0.11538461538461539,SG
Jevon Carter,32.0,2018,133,155,77,196,66,77,70,97,2,0,29,143,246,112,13,640,37,74,40.4,35.4,22.4,98,6.0,14.0,0,-1.9,1.3,7296.0,8.0,2308,506,0.557297109021247,2.510204081632653,0.8580645161290322,0.39285714285714285,0.46153846153846156,0.013986013986013986,PG
KZ Okpala,32.0,2019,116,173,32,87,72,70,45,71,21,1,34,131,58,29,15,488,29,81,91.8,32.7,19.7,83,3.1,2.6,0,-1.6,2.4,965.0,4.0,1696,345,0.5794072948328267,0.6987951807228916,0.6705202312138728,0.367816091954023,0.5070422535211268,0.14788732394366197,SF
Jalen Pickett,32.0,2023,90,118,45,118,93,45,122,134,0,0,43,231,243,35,19,655,37,76,0.0,36.5,23.3,84,6.4,8.4,0,-1.9,2.2,1619.0,3.0,2173,512,0.5807561356220741,2.892857142857143,0.7627118644067796,0.3813559322033898,0.6739130434782609,0.0,SF
Vernon Carey Jr.,32.0,2020,146,218,8,21,114,82,30,47,47,4,83,189,30,22,49,552,31,82,99.0,24.8,18.9,63,5.1,16.1,0,-0.8,3.0,195.0,3.0,1401,294,0.7078375051292572,0.47619047619047616,0.6697247706422018,0.38095238095238093,0.5816326530612245,0.23979591836734693,C
Jeremiah Robinson-Earl,32.0,2021,60,84,23,82,65,30,44,66,23,2,62,150,55,24,16,393,25,81,97.0,34.5,20.2,40,4.9,10.7,0,-3.0,1.7,3837.0,5.0,1409,287,0.6065563649833313,1.375,0.7142857142857143,0.2804878048780488,0.6842105263157895,0.24210526315789474,PF
Caleb Houstan,32.0,2022,65,83,60,169,36,31,11,35,2,0,27,108,46,25,8,343,34,80,98.4,32.0,19.0,52,7.5,9.1,0,-0.4,1.9,2513.0,4.0,1833,282,0.5384277282431245,0.8846153846153846,0.7831325301204819,0.35502958579881655,0.5373134328358209,0.029850746268656716,SF
Kyle Filipowski,32.0,2024,112,167,39,112,119,80,37,60,25,2,78,217,100,42,53,591,36,84,99.4,30.4,20.2,76,5.5,15.1,0,1.2,1.9,3355.0,2.0,1835,408,0.6137326576389466,1.3157894736842106,0.6706586826347305,0.3482142857142857,0.5979899497487438,0.12562814070351758,PF
Kyle Singler,33.0,2011,125,155,62,193,76,33,77,126,4,0,88,165,60,34,12,625,37,80,99.0,34.8,22.7,70,6.6,19.2,0,-2.5,1.4,7818.0,6.0,2255,505,0.5451849267271458,0.8571428571428571,0.8064516129032258,0.32124352331606215,0.6972477064220184,0.03669724770642202,SF
Hassan Whiteside,33.0,2010,101,170,3,5,37,29,66,111,40,1,86,190,7,17,163,396,31,84,0.0,26.5,19.3,59,2.6,6.7,0,1.5,1.1,13070.0,10.0,1429,248,0.6133828996282528,0.11864406779661017,0.5941176470588235,0.6,0.5606060606060606,0.6060606060606061,C
Joe Harris,33.0,2014,73,114,72,180,54,25,22,55,1,1,22,87,84,35,8,443,37,78,73.8,28.8,22.4,48,6.1,15.9,0,-1.3,1.1,12926.0,10.0,1606,336,0.5735964367101719,1.75,0.6403508771929824,0.4,0.6835443037974683,0.012658227848101266,SG
Bernard James,33.0,2012,64,116,0,0,78,61,25,39,54,2,107,176,16,26,82,378,35,82,14.2,28.0,27.0,73,6.2,11.1,0,-2.7,2.5,769.0,3.0,1646,203,0.7439773264052906,0.2191780821917808,0.5517241379310345,0.0,0.5611510791366906,0.38848920863309355,C
Carrick Felix,33.0,2013,81,122,52,139,78,56,25,42,34,4,73,212,57,50,39,511,35,78,0.0,35.3,22.4,70,3.6,5.9,0,-0.8,3.1,40.0,1.0,2075,340,0.64900426742532,0.8142857142857143,0.6639344262295082,0.37410071942446044,0.582089552238806,0.2537313432835821,SF
Jordan Mickey,33.0,2015,95,147,1,9,84,62,73,116,33,2,99,209,40,29,113,478,31,80,92.6,34.9,20.5,101,3.9,7.9,0,-2.1,2.7,514.0,3.0,1874,344,0.5848096310071449,0.39603960396039606,0.6462585034013606,0.1111111111111111,0.5753424657534246,0.22602739726027396,PF
Wesley Iwundu,33.0,2017,122,159,32,85,76,41,31,62,12,5,36,185,121,35,12,456,35,79,61.2,31.4,22.1,81,7.4,9.9,0,-2.3,1.7,3949.0,5.0,1846,295,0.6247259973695748,1.4938271604938271,0.7672955974842768,0.3764705882352941,0.6495726495726496,0.10256410256410256,PF
Cheick Diallo,33.0,2016,15,27,0,0,6,4,16,19,11,2,17,51,1,7,23,81,27,81,99.2,7.5,19.3,17,4.0,17.2,0,-3.0,2.0,2216.0,5.0,346,45,0.7120253164556962,0.058823529411764705,0.5555555555555556,0.0,0.6,1.1,PF
Jalen Brunson,33.0,2018,130,162,86,211,95,41,83,80,6,0,12,110,184,37,1,756,40,74,95.8,31.8,21.4,71,6.8,19.5,0,1.3,1.0,18894.0,8.0,2221,510,0.6502890173410405,2.591549295774648,0.8024691358024691,0.4075829383886256,0.6985294117647058,0.04411764705882353,PG
Carsen Edwards,33.0,2019,185,221,135,380,91,88,49,89,2,5,14,116,104,48,10,874,36,73,76.6,35.4,20.9,113,8.3,15.4,0,-2.8,2.5,725.0,3.0,2097,697,0.5502115229653505,0.9203539823008849,0.8371040723981901,0.35526315789473684,0.5083798882681564,0.0111731843575419,SG
Jason Preston,33.0,2021,28,47,30,78,57,27,28,40,2,0,20,118,138,28,5,298,19,76,0.0,34.5,21.5,57,1.8,5.7,0,-0.9,3.0,200.0,2.0,1176,230,0.5943832774852401,2.4210526315789473,0.5957446808510638,0.38461538461538464,0.6785714285714286,0.023809523809523808,SG
Daniel Oturu,33.0,2020,128,181,19,52,129,59,56,88,34,5,116,233,33,17,76,623,31,82,90.2,34.0,20.3,88,7.3,9.4,0,-1.1,3.0,197.0,2.0,1763,384,0.6718574756276422,0.375,0.7071823204419889,0.36538461538461536,0.6861702127659575,0.18085106382978725,PF
Christian Koloko,33.0,2022,100,136,0,3,61,42,38,51,84,9,95,175,51,28,102,466,37,85,63.0,25.4,21.6,59,4.3,16.3,1,-0.2,2.2,1494.0,3.0,1707,195,0.914299168105478,0.864406779661017,0.7352941176470589,0.0,0.5922330097087378,0.8155339805825242,C
Sion James,33.0,2025,81,100,31,75,56,49,8,10,17,2,29,134,115,32,10,336,39,78,16.2,25.5,22.2,47,6.9,23.6,0,1.0,2.3,1791.0,1.0,1652,198,0.6942148760330579,2.4468085106382977,0.81,0.41333333333333333,0.5333333333333333,0.1619047619047619,SF
Armon Johnson,34.0,2010,79,115,17,70,77,40,109,125,7,2,26,84,182,28,12,516,33,75,0.0,34.8,21.3,111,3.3,5.6,0,-1.9,2.8,411.0,2.0,2019,421,0.5470737913486005,1.6396396396396395,0.6869565217391305,0.24285714285714285,0.6581196581196581,0.05982905982905983,SF
Shelvin Mack,34.0,2011,120,156,85,242,57,36,48,94,2,0,27,139,129,27,3,589,37,75,41.4,32.2,20.8,91,3.8,9.5,0,-2.8,1.2,8708.0,8.0,1914,477,0.539733157393153,1.4175824175824177,0.7692307692307693,0.3512396694214876,0.6129032258064516,0.021505376344086023,SG
Isaiah Canaan,34.0,2013,149,181,91,245,48,41,63,76,3,2,15,85,124,46,4,650,29,73,0.0,37.1,21.7,96,-1.1,2.9,0,-3.3,1.5,4843.0,6.0,1794,473,0.5880862767805443,1.2916666666666667,0.8232044198895028,0.37142857142857144,0.5393258426966292,0.033707865168539325,PG
Jae Crowder,34.0,2012,119,162,61,177,120,43,28,60,8,0,70,224,73,88,35,614,35,78,0.0,32.9,21.5,44,6.4,13.0,0,0.5,0.8,23347.0,13.0,2034,428,0.6148854350264381,1.6590909090909092,0.7345679012345679,0.3446327683615819,0.7361963190184049,0.049079754601226995,SG
Anthony Brown,34.0,2015,116,146,79,179,50,37,39,94,8,1,42,214,94,28,7,547,37,78,87.4,35.7,22.3,72,5.2,9.1,0,-1.3,2.5,764.0,3.0,2156,399,0.5904067006303428,1.3055555555555556,0.7945205479452054,0.441340782122905,0.5747126436781609,0.09195402298850575,SG
Cleanthony Early,34.0,2014,144,171,64,170,57,24,41,60,19,1,45,165,25,27,28,570,35,80,0.0,27.5,22.8,67,1.7,15.5,0,-2.7,2.5,802.0,2.0,1549,352,0.6670723715007958,0.373134328358209,0.8421052631578947,0.3764705882352941,0.7037037037037037,0.2345679012345679,SF
Devonte' Graham,34.0,2018,167,202,110,271,53,71,35,68,1,0,24,133,282,62,2,675,39,74,80.4,37.8,22.9,109,8.0,14.2,0,-1.0,1.3,8355.0,6.0,2581,498,0.5750749727371864,2.5871559633027523,0.8267326732673267,0.4059040590405904,0.4274193548387097,0.008064516129032258,PG
Tyler Ulis,34.0,2016,167,195,55,160,47,35,90,110,0,0,19,86,246,51,4,606,35,69,96.4,36.8,20.1,69,6.3,14.8,0,-0.8,1.9,2765.0,3.0,2193,442,0.5740810913224706,3.5652173913043477,0.8564102564102564,0.34375,0.573170731707317,0.0,PG
Frank Mason III,34.0,2017,189,238,82,174,106,84,52,75,1,0,22,128,187,47,2,753,36,71,76.6,36.1,22.8,86,8.3,16.1,0,-3.2,2.2,1606.0,4.0,2318,491,0.6320083260592224,2.1744186046511627,0.7941176470588235,0.47126436781609193,0.5578947368421052,0.005263157894736842,PG
Bruno Fernando,34.0,2019,113,145,3,10,72,46,46,55,52,4,100,262,68,22,64,462,34,82,82.8,30.0,20.4,95,7.3,10.9,1,-3.3,1.9,2324.0,6.0,1687,229,0.7889344262295082,0.7157894736842105,0.7793103448275862,0.3,0.6101694915254238,0.4406779661016949,C
Ryan Kalkbrenner,34.0,2025,109,160,21,61,114,49,29,47,107,8,84,219,54,19,93,672,35,85,76.4,34.4,23.0,51,7.6,10.6,0,0.3,2.4,1463.0,1.0,2033,300,0.9071274298056156,1.0588235294117647,0.68125,0.3442622950819672,0.6993865030674846,0.656441717791411,PF
Colby Jones,34.0,2023,81,124,45,119,91,62,62,63,9,1,45,161,158,47,20,540,36,78,74.8,34.0,20.7,84,6.5,10.2,0,-1.0,2.6,712.0,3.0,2195,397,0.5979271857560458,1.880952380952381,0.6532258064516129,0.37815126050420167,0.5947712418300654,0.058823529411764705,SF
Tyler Kolek,34.0,2024,80,94,47,121,98,70,29,33,0,0,22,131,239,49,5,475,31,75,0.0,33.0,22.8,89,6.3,12.6,0,-0.9,2.4,997.0,2.0,1786,351,0.6053114486695891,2.6853932584269664,0.851063829787234,0.3884297520661157,0.5833333333333334,0.0,SG
Jaylin Williams,34.0,2022,102,140,17,71,73,50,36,57,14,1,56,308,95,48,41,403,37,82,84.6,31.6,19.6,67,6.7,11.6,0,1.5,1.7,4134.0,4.0,2098,287,0.5780263912794033,1.4179104477611941,0.7285714285714285,0.23943661971830985,0.5934959349593496,0.11382113821138211,PF
Draymond Green,35.0,2012,125,173,52,134,88,63,59,114,13,1,79,314,141,54,36,601,37,79,86.4,33.2,21.9,112,7.9,17.9,0,3.4,0.9,32950.0,14.0,1996,458,0.5626076537107766,1.2589285714285714,0.7225433526011561,0.3880597014925373,0.5827814569536424,0.08609271523178808,SF
Tyler Honeycutt,35.0,2011,78,106,55,152,40,38,32,73,17,3,50,188,93,29,68,421,33,80,94.0,35.0,20.5,100,6.0,8.0,0,-0.9,3.0,124.0,2.0,1920,335,0.5515669217063202,0.93,0.7358490566037735,0.3618421052631579,0.5128205128205128,0.21794871794871795,SF
Jarnell Stokes,35.0,2014,156,226,0,0,116,66,56,102,25,1,151,233,71,25,32,548,36,80,92.0,32.7,20.1,77,5.7,13.4,0,0.0,3.0,151.0,3.0,1846,340,0.623520844711451,0.922077922077922,0.6902654867256637,0.0,0.6373626373626373,0.13736263736263737,PF
Melvin Frazier,35.0,2018,84,118,35,91,95,52,13,31,36,3,35,133,86,63,22,477,30,78,63.8,34.4,21.4,77,1.1,-0.7,0,-3.1,2.9,309.0,3.0,1794,282,0.7142429324389075,1.1168831168831168,0.711864406779661,0.38461538461538464,0.6462585034013606,0.24489795918367346,SF
Ivan Rabb,35.0,2017,124,187,8,20,65,46,57,102,21,1,94,231,48,21,31,434,31,83,98.8,32.6,20.0,67,4.7,7.5,0,-1.1,2.3,1225.0,2.0,1670,290,0.5828945954657785,0.7164179104477612,0.6631016042780749,0.4,0.5855855855855856,0.1891891891891892,C
Xavier Tillman,35.0,2020,82,123,13,50,101,45,23,48,28,5,83,237,94,37,65,425,31,80,77.8,32.1,21.0,61,6.8,14.9,0,-0.9,1.6,4753.0,6.0,1717,267,0.6617463876432487,1.540983606557377,0.6666666666666666,0.26,0.6917808219178082,0.1917808219178082,PF
Herbert Jones,35.0,2021,93,130,20,57,77,84,10,37,22,3,82,135,108,57,37,371,33,80,70.6,27.3,22.3,93,6.2,13.2,0,2.6,1.4,9272.0,5.0,1671,265,0.5757293606455618,1.1612903225806452,0.7153846153846154,0.3508771929824561,0.4782608695652174,0.13664596273291926,PF
Johni Broome,35.0,2025,118,201,25,90,140,96,69,90,29,2,132,257,104,34,76,669,36,82,0.0,30.2,22.5,57,11.5,20.5,0,-1.3,3.1,54.0,1.0,1878,485,0.5833217075892857,1.8245614035087718,0.5870646766169154,0.2777777777777778,0.5932203389830508,0.1228813559322034,PF
Max Christie,35.0,2022,61,74,39,123,14,24,50,72,9,1,30,91,51,18,17,324,35,78,96.6,30.8,18.9,52,6.7,8.5,0,-1.7,1.5,5821.0,4.0,1833,283,0.5133730510837875,0.9807692307692307,0.8243243243243243,0.3170731707317073,0.3684210526315789,0.23684210526315788,SF
Julian Phillips,35.0,2023,97,118,11,46,40,34,15,41,13,3,57,93,46,20,17,266,32,80,97.6,24.0,19.2,41,4.8,17.1,0,0.3,2.1,1851.0,3.0,1271,176,0.5835380835380835,1.1219512195121952,0.8220338983050848,0.2391304347826087,0.5405405405405406,0.17567567567567569,PF
Johnny Furphy,35.0,2024,62,81,44,122,33,10,6,18,11,1,42,115,32,28,11,289,32,81,86.4,24.1,19.2,27,8.6,10.3,1,0.3,2.4,1015.0,2.0,1356,189,0.6432514245014246,1.1851851851851851,0.7654320987654321,0.36065573770491804,0.7674418604651163,0.2558139534883721,SF
Orlando Johnson,36.0,2012,124,174,67,157,47,29,71,115,8,0,41,125,85,30,20,577,29,77,0.0,34.5,22.9,71,0.0,4.7,0,-3.0,2.4,1137.0,3.0,1612,419,0.5821696666397611,1.1971830985915493,0.7126436781609196,0.4267515923566879,0.618421052631579,0.10526315789473684,SG
Jordan Williams,36.0,2011,131,228,0,0,131,89,45,88,37,5,121,267,21,23,45,557,33,82,82.4,32.5,20.3,53,4.8,11.5,0,0.3,2.7,641.0,1.0,1920,353,0.614356304597194,0.39622641509433965,0.5745614035087719,0.0,0.5954545454545455,0.16818181818181818,C
Ray McCallum,36.0,2013,138,193,39,123,99,62,35,69,23,0,41,119,138,61,18,571,31,73,95.0,37.3,21.6,63,2.2,6.3,0,-3.1,1.9,2782.0,3.0,2013,388,0.6036961854013364,2.1904761904761907,0.7150259067357513,0.3170731707317073,0.6149068322981367,0.14285714285714285,PG
Johnny O'Bryant III,36.0,2014,118,186,1,2,79,56,102,147,20,2,102,160,55,17,31,525,34,81,92.2,30.0,20.6,108,4.6,6.9,0,-5.2,2.1,1672.0,4.0,1785,386,0.5610892612859096,0.5092592592592593,0.6344086021505376,0.5,0.5851851851851851,0.14814814814814814,PF
Rakeem Christmas,36.0,2015,136,191,0,1,93,44,64,118,46,3,96,183,47,29,77,542,31,81,95.6,34.3,23.1,78,6.0,8.8,0,-2.5,2.9,227.0,2.0,1752,320,0.6707256707256707,0.6025641025641025,0.7120418848167539,0.0,0.6788321167883211,0.3357664233576642,PF
Malcolm Brogdon,36.0,2016,140,156,75,192,84,48,66,108,5,0,19,131,115,35,9,675,37,77,80.6,34.1,23.1,52,8.0,17.2,0,0.8,1.0,14534.0,9.0,1942,498,0.5956162642947903,2.2115384615384617,0.8974358974358975,0.390625,0.6363636363636364,0.03787878787878788,SG
Cody Martin,36.0,2019,74,97,34,95,59,28,44,57,14,1,31,120,165,46,24,410,34,79,85.6,34.4,23.3,64,1.9,12.4,0,-1.0,1.5,5728.0,7.0,2063,283,0.6294522230410219,2.578125,0.7628865979381443,0.35789473684210527,0.6781609195402298,0.16091954022988506,PF
Tyler Bey,36.0,2020,136,183,13,31,52,38,45,64,30,4,62,218,46,48,35,429,31,79,74.2,29.0,21.9,75,4.9,10.1,0,-2.1,3.1,73.0,1.0,1524,230,0.6907767615612521,0.6133333333333333,0.7431693989071039,0.41935483870967744,0.5777777777777777,0.3333333333333333,PF
Miles McBride,36.0,2021,100,123,46,111,35,29,67,113,8,0,34,79,141,55,9,458,29,74,40.2,34.2,20.4,53,6.6,10.1,0,0.9,1.5,5747.0,5.0,1742,355,0.5597379741885021,2.660377358490566,0.8130081300813008,0.4144144144144144,0.546875,0.125,PG
Andre Jackson Jr.,36.0,2023,31,48,25,89,23,19,15,31,29,7,67,156,169,39,18,240,36,78,90.4,29.1,21.2,71,6.7,17.4,0,-3.4,2.1,2010.0,3.0,1776,177,0.6056935190793459,2.380281690140845,0.6458333333333334,0.2808988764044944,0.5476190476190477,0.6904761904761905,SF
Adou Thiero,36.0,2025,120,175,11,43,42,38,40,42,45,3,48,109,51,44,20,407,27,78,67.2,27.5,20.7,46,7.2,10.9,0,0.0,3.1,151.0,1.0,1301,205,0.7216312056737588,1.108695652173913,0.6857142857142857,0.2558139534883721,0.525,0.5625,SF
Quincy Acy,37.0,2012,132,170,3,5,47,33,36,72,62,7,96,180,37,34,67,431,37,79,60.8,29.9,21.3,71,6.4,13.2,0,-2.3,1.5,5358.0,7.0,1853,193,0.8047050037341299,0.5211267605633803,0.7764705882352941,0.6,0.5875,0.775,PF
